Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
No,286,0.0,158.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,286.0,0.5505226480836237,1,79,0,True,False,False,False,False,False,False,False
No,4892,0.0,351.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,4892.0,0.07173513182096873,1,71,0,True,False,False,False,False,True,False,False
No,150,0.0,182.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,150.0,1.205298013245033,1,72,1,True,True,False,True,False,False,False,False
No,1950,0.0,132.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,1950.0,0.06765761148129165,1,71,0,True,False,False,True,False,False,False,False
No,150,2982.9624292,85.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,3132.9624292,0.02712221410442938,1,71,0,True,False,False,True,False,True,False,False
No,150,127.09124404,119.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,277.09124404,0.4279171047287031,1,65,1,False,False,False,False,True,False,False,False
No,1131,545.48305644,318.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,1676.48305644,0.18956972398568855,1,69,0,True,False,False,False,True,False,False,False
No,150,187.84216202,270.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,337.84216202,0.7968311806016141,1,77,1,True,True,False,False,False,False,False,False
No,743,0.0,256.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,743.0,0.34408602150537637,1,71,0,True,True,False,True,False,False,False,False
No,2255,0.0,85.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,2255.0,0.037677304964539006,0,88,0,True,False,False,False,True,True,False,False
No,894,132.76934501,148.0,0.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,1026.76934501,0.14400118150883356,0,75,0,True,False,False,False,True,False,False,False
No,270,0.0,176.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,270.0,0.6494464944649446,1,75,0,False,False,False,False,False,False,False,False
No,150,352.92438537,210.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,502.92438537,0.4167291881416102,1,77,1,True,False,False,False,False,False,False,False
Yes,1060,26.77827662,220.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1086.77827662,0.20224709826307175,1,71,1,True,False,True,True,False,False,False,False
No,150,648.22468825,198.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,798.22468825,0.247740094758015,1,65,1,True,False,False,True,False,False,False,False
No,150,0.0,170.0,1.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,150.0,1.1258278145695364,1,75,0,True,False,False,False,False,False,False,False
Yes,492,4817.96752934,126.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,5309.96752934,0.02372449074559832,1,77,1,False,False,True,False,True,False,True,False
No,3672,0.0,160.0,0.0,N,I need to renovate my house immediately. Business is booming right now.,3672.0,0.043561121698883744,0,71,0,True,False,False,False,False,True,False,False
No,150,0.0,94.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,150.0,0.6225165562913907,1,71,0,True,False,False,False,False,False,False,False
No,467,0.0,198.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,467.0,0.4230769230769231,1,71,0,True,True,False,True,False,False,False,False
Yes,254,343.31441924,124.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,597.31441924,0.2072488912393406,1,79,0,True,False,True,False,True,False,False,False
No,2726,0.0,229.0,0.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,2726.0,0.08397506417308398,0,74,0,True,True,False,False,True,True,False,False
No,1563,0.0,268.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1563.0,0.17135549872122763,1,82,0,True,True,False,False,False,False,False,False
No,2040,0.0,68.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2040.0,0.03331700146986771,1,77,1,False,False,False,False,True,True,False,False
No,1470,0.0,235.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,1470.0,0.15975526852481306,1,68,1,True,False,False,True,False,False,False,False
No,1885,0.0,230.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1885.0,0.12195121951219512,1,74,0,True,False,False,False,False,False,False,False
No,3165,0.0,9.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,3165.0,0.002842703727100442,1,71,1,True,False,False,True,False,True,False,False
No,881,1846.9091994,206.0,0.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2727.9091994,0.07548803750791445,0,77,1,True,False,False,False,True,True,False,False
No,2008,0.0,213.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,2008.0,0.10602289696366352,1,65,1,True,False,False,False,False,True,False,False
No,2965,1770.94590641,279.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,4735.94590641,0.05889870931868976,1,74,1,True,True,False,True,False,True,False,False
No,173,0.0,9.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,173.0,0.05172413793103448,1,71,1,True,False,False,True,False,False,False,False
No,849,0.0,271.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,849.0,0.31882352941176473,1,71,0,True,False,False,False,False,False,False,False
No,150,0.0,77.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,0.5099337748344371,1,65,1,True,False,False,False,True,False,False,False
No,150,0.0,224.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,1.4834437086092715,1,71,1,True,True,False,False,True,False,False,False
Yes,6718,0.0,118.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,6718.0,0.017562137222801012,1,68,1,True,False,True,False,True,False,True,False
No,741,0.0,233.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,741.0,0.3140161725067385,1,77,1,True,False,False,False,False,False,False,False
No,2621,0.0,154.0,0.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,2621.0,0.05873379099923722,0,77,1,True,False,False,True,False,True,False,False
Yes,4460,238.84719546,211.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,4698.84719546,0.04489507663224108,1,85,1,True,False,True,True,False,True,False,False
No,150,10742.12919028,129.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,10892.12919028,0.011842327190529184,1,71,1,True,False,False,False,True,False,False,True
No,788,0.0,217.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,788.0,0.2750316856780735,1,80,1,True,True,False,False,False,False,False,False
No,2116,0.0,192.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,2116.0,0.09069437883797828,1,77,1,False,True,False,False,True,True,False,False
No,2570,0.0,200.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,2570.0,0.07779074290159471,1,74,1,True,False,False,True,False,True,False,False
No,196,583.80499877,139.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,779.80499877,0.17802140127044053,1,74,0,True,False,False,True,False,False,False,False
No,1522,0.0,88.0,0.0,N,Buying a new car for daily commute. Facing some financial stress currently.,1522.0,0.05778069599474721,0,75,0,True,False,False,True,False,False,False,False
Yes,537,0.0,77.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,537.0,0.14312267657992564,1,72,1,True,False,True,True,False,False,False,False
No,2484,0.0,187.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,2484.0,0.07525150905432595,1,80,1,True,False,False,False,True,True,False,False
No,1050,74.51956423,57.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,1124.51956423,0.0506432778349751,1,68,1,True,False,False,False,False,False,False,False
Yes,150,144.33163773,98.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,294.33163773,0.33183034758231417,1,66,0,True,True,True,False,True,False,False,False
No,430,0.0,113.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,430.0,0.26218097447795824,1,71,0,True,False,False,False,False,False,False,False
No,3865,0.0,200.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3865.0,0.05173305742369374,1,69,0,True,False,False,False,False,True,False,False
No,150,0.0,45.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,150.0,0.2980132450331126,1,74,0,True,False,False,False,True,False,False,False
Yes,5526,0.0,220.0,0.0,Y,Investment in a new startup opportunity. Business is booming right now.,5526.0,0.03980459562149448,0,71,0,True,False,True,False,True,False,True,False
No,286,0.0,220.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,286.0,0.7665505226480837,1,71,0,True,False,False,False,False,False,False,False
No,5340,363.44746014,133.0,0.0,N,Planning to expand my small business operations. I might struggle slightly initially.,5703.44746014,0.02331514155040283,0,85,1,True,False,False,False,True,False,True,False
No,1256,0.0,56.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1256.0,0.04455051710421639,1,71,1,True,False,False,False,True,False,False,False
Yes,1549,524.27825879,373.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,2073.27825879,0.17982158296234763,1,77,1,False,True,True,False,True,True,False,False
No,1169,0.0,165.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,1169.0,0.14102564102564102,1,80,0,True,False,False,True,False,False,False,False
No,8618,0.0,210.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,8618.0,0.024364775495997214,1,71,1,True,False,False,True,False,False,True,False
No,2040,0.0,393.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,2040.0,0.19255267025967662,1,74,0,True,False,False,False,False,True,False,False
No,8007,0.0,132.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,8007.0,0.016483516483516484,1,77,1,True,False,False,False,True,False,True,False
Yes,150,206.12598041,359.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,356.12598041,1.0052475028219692,1,80,0,True,False,True,True,False,False,False,False
No,4507,0.0,97.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,4507.0,0.021517302573203195,1,80,0,True,False,False,False,False,True,False,False
No,2009,50.01180817,177.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,2059.01180817,0.08592183758268694,1,66,0,True,True,False,True,False,True,False,False
No,13386,361.83174053,283.0,0.0,N,Buying a new car for daily commute. I am very confident in repayment.,13747.83174053,0.020583567050700607,0,69,0,True,True,False,False,True,False,False,True
No,11201,0.0,264.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,11201.0,0.023567220139260846,1,69,0,True,False,False,False,False,False,False,True
No,2489,0.0,162.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,2489.0,0.06506024096385542,1,88,0,False,False,False,True,False,True,False,False
No,150,0.0,225.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,150.0,1.490066225165563,1,71,0,True,False,False,False,True,False,False,False
No,2993,0.0,160.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,2993.0,0.053440213760855046,1,69,0,False,False,False,False,False,True,False,False
Yes,2534,0.0,600.0,0.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2534.0,0.23668639053254437,0,77,1,True,False,True,False,True,True,False,False
Yes,3382,1301.33423507,44.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,4683.33423507,0.009393010360060801,1,77,1,False,False,True,False,False,True,False,False
No,150,0.0,207.0,0.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,150.0,1.3708609271523178,0,77,1,True,False,False,False,True,False,False,False
No,880,696.64736469,187.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,1576.64736469,0.11853092407424304,1,79,0,True,False,False,True,False,False,False,False
No,150,1686.3641948,148.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1836.3641948,0.08055017095623225,1,74,1,True,True,False,False,True,False,False,False
Yes,3735,0.0,157.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,3735.0,0.04202355460385439,1,74,0,True,True,True,False,True,True,False,False
